Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.01,0.41408795912563934
100% Corpus,9,0.31,0.31,0.42701549071028894
100% Corpus,9,0.31,0.61,0.4214154813370235
100% Corpus,9,0.31,0.9099999999999999,0.5674966403348102
100% Corpus,9,0.31,symmetric,0.4150575614423931
100% Corpus,9,0.61,0.01,0.425062801270402
100% Corpus,9,0.61,0.31,0.42326921863442574
100% Corpus,9,0.61,0.61,0.5498504283200787
100% Corpus,9,0.61,0.9099999999999999,0.6776288756507967
100% Corpus,9,0.61,symmetric,0.44224885698901645
100% Corpus,9,0.9099999999999999,0.01,0.40163607931377976
100% Corpus,9,0.9099999999999999,0.31,0.41139977382365295
100% Corpus,9,0.9099999999999999,0.61,0.5807194743285203
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.429463441178638
100% Corpus,9,0.9099999999999999,symmetric,0.4064900441757727
100% Corpus,9,symmetric,0.01,0.3943039104724235
100% Corpus,9,symmetric,0.31,0.4410580185560953
100% Corpus,9,symmetric,0.61,0.4528679784893968
100% Corpus,9,symmetric,0.9099999999999999,0.451221198148582
100% Corpus,9,symmetric,symmetric,0.40485162665701574
100% Corpus,9,asymmetric,0.01,0.42235084851223276
100% Corpus,9,asymmetric,0.31,0.5021492219910426
100% Corpus,9,asymmetric,0.61,0.6217074806474964
100% Corpus,9,asymmetric,0.9099999999999999,0.5771644310181112
100% Corpus,9,asymmetric,symmetric,0.44734804537532263
100% Corpus,10,0.01,0.01,0.38923142947367323
100% Corpus,10,0.01,0.31,0.3949112043261729
100% Corpus,10,0.01,0.61,0.4090344547909462
100% Corpus,10,0.01,0.9099999999999999,0.42209588675400694
100% Corpus,10,0.01,symmetric,0.39791422361467677
100% Corpus,10,0.31,0.01,0.40920296516298765
100% Corpus,10,0.31,0.31,0.4074122982611935
100% Corpus,10,0.31,0.61,0.3922910491581496
100% Corpus,10,0.31,0.9099999999999999,0.4687274402334358
100% Corpus,10,0.31,symmetric,0.410075149265129
100% Corpus,10,0.61,0.01,0.394996873512553
100% Corpus,10,0.61,0.31,0.399326426305256
100% Corpus,10,0.61,0.61,0.48299585220381785
100% Corpus,10,0.61,0.9099999999999999,0.5250166193581169
100% Corpus,10,0.61,symmetric,0.3951564801726176
100% Corpus,10,0.9099999999999999,0.01,0.40670128189320887
100% Corpus,10,0.9099999999999999,0.31,0.4136570265491054
100% Corpus,10,0.9099999999999999,0.61,0.5008544987430648
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.3640964505876879
100% Corpus,10,0.9099999999999999,symmetric,0.4105417158311635
100% Corpus,10,symmetric,0.01,0.39849000209156105
100% Corpus,10,symmetric,0.31,0.3841521897590772
100% Corpus,10,symmetric,0.61,0.42562995877198795
100% Corpus,10,symmetric,0.9099999999999999,0.46481410863876127
100% Corpus,10,symmetric,symmetric,0.4083474458202578
100% Corpus,10,asymmetric,0.01,0.3972987227884655
100% Corpus,10,asymmetric,0.31,0.40752910137978066
100% Corpus,10,asymmetric,0.61,0.45802405617301717
100% Corpus,10,asymmetric,0.9099999999999999,0.5866497718581403
100% Corpus,10,asymmetric,symmetric,0.39310279740281906
